seller_gst,product_category,subtotal,taxes,total_amount,gst_percentage,is_fraud,fraud_type
37WIVYH9840K1Z5,Essential Medicine,37774.71,4532.97,42307.68,12.0,0,None
01XANIV2640C1Z5,Luxury Goods,896.15,44.81,940.96,28.000000000000004,1,Rate Mismatch
16SIHTC8592G1Z5,Electronics,44456.34,8002.14,52458.479999999996,18.0,0,None
32RUWNC4150Q1Z5,Luxury Goods,43832.3,0,-100,28.000000000000004,1,Anomalous Value
24CYIXE0345V1Z5,Grocery,9103.72,0,-100,5.0,1,Anomalous Value
16KNPTU1077F1Z5,Essential Medicine,25223.34,3026.8,28250.14,12.0,0,None
09GTXZG1610Y1Z5,Luxury Goods,30975.35,8673.1,39648.45,28.000000000000004,0,None
03ZNOHE4102J1Z5,Books,9422.27,471.11,9993.380000000001,5.0,1,Calculation Error
04HBECV8874J1Z5,Luxury Goods,30302.81,8484.79,38787.600000000006,28.000000000000004,0,None
28DXJXW6118S1Z5,Essential Medicine,6176.93,741.23,6918.16,12.0,0,None
35JQOQY2865C1Z5,Luxury Goods,35534.45,9949.65,45484.1,28.000000000000004,0,None
03DAHMJ8458V1Z5,Luxury Goods,38206.13,6877.1,45083.229999999996,28.000000000000004,1,Rate Mismatch
09CXGSC1037I1Z5,Electronics,19758.57,3556.54,23315.11,18.0,0,None
27OUXUO1373H1Z5,Grocery,11608.91,2089.6,13698.51,5.0,1,Rate Mismatch
31HVQAX2331W1Z5,Grocery,26370.18,4746.63,31116.81,5.0,1,Rate Mismatch
07BROVE0913Y1Z5,Services,26636.2,4794.52,31430.72,18.0,0,None
22JLSVS5052G1Z5,Services,8696.92,1565.45,10262.37,18.0,0,None
18BDHHJ6306K1Z5,Luxury Goods,41976.44,11753.4,53729.840000000004,28.000000000000004,0,None
04YKBSY8167R1Z5,Luxury Goods,23851.7,6678.48,30530.18,28.000000000000004,0,None
01YOCIK6835G1Z5,Luxury Goods,5551.87,1554.52,7106.389999999999,28.000000000000004,0,None
14XVAAF1681A1Z5,Electronics,23564.69,0,-100,18.0,1,Anomalous Value
36MQIBK6213F1Z5,Grocery,14786.24,4140.15,18926.39,5.0,1,Rate Mismatch
06LBBLF2508S1Z5,Services,38245.66,6884.22,45179.880000000005,18.0,1,Calculation Error
12HQPNX1674S1Z5,Electronics,26605.34,4788.96,31394.3,18.0,0,None
12JEVJW3688A1Z5,Essential Medicine,15707.67,1884.92,17592.59,12.0,0,None
12JMNGL9143R1Z5,Books,13234.81,661.74,13896.55,5.0,0,None
04TKBBI5145N1Z5,Services,43494.48,7829.01,51323.490000000005,18.0,0,None
08DULAZ2178S1Z5,Electronics,29117.37,1455.87,30573.239999999998,18.0,1,Rate Mismatch
15ANLPR0180X1Z5,Essential Medicine,33358.51,1667.93,35026.44,12.0,1,Rate Mismatch
09ZRPND7808B1Z5,Luxury Goods,14736.97,4126.35,18863.32,28.000000000000004,0,None
18XSWAL2455Y1Z5,Luxury Goods,15276.05,4277.29,19553.34,28.000000000000004,0,None
21CJTHN0661U1Z5,Electronics,23644.92,4256.09,27901.01,18.0,0,None
06WDWSU0225V1Z5,Services,26228.35,4721.1,30949.449999999997,18.0,0,None
19JMCKF3779R1Z5,Services,18612.94,3350.33,21963.269999999997,18.0,0,None
17IKYKS5928L1Z5,Electronics,38139.63,1906.98,40046.61,18.0,1,Rate Mismatch
21WNCNF2838B1Z5,Services,45186.01,8133.48,53319.490000000005,18.0,0,None
19MUUJN6174T1Z5,Essential Medicine,42912.13,2145.61,45057.74,12.0,1,Rate Mismatch
08WFTVA1242W1Z5,Luxury Goods,48857.54,13680.11,62537.65,28.000000000000004,0,None
LOSBJ6YKK30YICP,Essential Medicine,15299.2,1835.9,17135.100000000002,12.0,1,Invalid GSTIN
10INKLK4182E1Z5,Essential Medicine,17681.51,2121.78,19803.289999999997,12.0,0,None
06MZEXU5111D1Z5,Luxury Goods,42850.03,11998.01,54848.04,28.000000000000004,0,None
HCNKUZHU8LDW4CW,Grocery,42695.14,2134.76,44829.9,5.0,1,Invalid GSTIN
04FSWGL4326D1Z5,Electronics,12242.21,2203.6,14445.81,18.0,0,None
04TBISU1327J1Z5,Luxury Goods,42883.18,12007.29,54890.47,28.000000000000004,0,None
13KBNPS1485H1Z5,Grocery,41020.46,2051.02,43071.479999999996,5.0,0,None
37YDJMF3319H1Z5,Essential Medicine,18310.92,0,-100,12.0,1,Anomalous Value
03TIHVM7827L1Z5,Books,31690.28,1584.51,33274.79,5.0,0,None
24RZROP0765N1Z5,Luxury Goods,40897.88,11451.41,52349.28999999999,28.000000000000004,0,None
03ITFJX7414S1Z5,Grocery,8946.64,447.33,9393.97,5.0,0,None
11WSNAP5646G1Z5,Electronics,12070.71,2172.73,14243.439999999999,18.0,0,None
22NJVVC3651P1Z5,Luxury Goods,13572.9,3800.41,17373.309999999998,28.000000000000004,0,None
03LNSGK2117Y1Z5,Luxury Goods,31305.32,8765.49,40070.81,28.000000000000004,0,None
17MRDOK0316B1Z5,Luxury Goods,15705.49,0,-100,28.000000000000004,1,Anomalous Value
03VCBYN9148C1Z5,Electronics,6836.67,1230.6,8067.27,18.0,0,None
28URCPW8309N1Z5,Electronics,23027.81,4145.01,27172.82,18.0,0,None
13BIMDT4537Q1Z5,Books,22773.4,1138.67,23912.07,5.0,0,None
10SQGZY8222B1Z5,Books,9453.95,2647.11,12101.060000000001,5.0,1,Rate Mismatch
02JRXUZ2841Y1Z5,Books,9492.07,474.6,9966.67,5.0,0,None
19DIRZH4876E1Z5,Electronics,38460.51,6922.89,45383.4,18.0,0,None
11FCKVY5294N1Z5,Services,5663.17,1019.37,6682.54,18.0,0,None
30VDKFJ6035H1Z5,Essential Medicine,8593.53,1031.22,9624.75,12.0,0,None
19FFRWE2120K1Z5,Services,5630.94,1013.57,6644.509999999999,18.0,0,None
23OEGDQ7501D1Z5,Luxury Goods,30621.87,5511.94,36133.81,28.000000000000004,1,Rate Mismatch
18WWVIS9741Y1Z5,Services,5634.57,1014.22,6648.79,18.0,0,None
21LZWUF2831N1Z5,Luxury Goods,44958.79,2247.94,47206.73,28.000000000000004,1,Rate Mismatch
02KYYCI7153A1Z5,Essential Medicine,4662.41,559.49,5221.9,12.0,0,None
22ADKWF0344X1Z5,Services,44154.43,0,-100,18.0,1,Anomalous Value
32JCBDY2732R1Z5,Grocery,30790.6,1539.53,32330.129999999997,5.0,0,None
10SXSWZ8817U1Z5,Services,2391.54,430.48,2822.02,18.0,0,None
11KDVQI0539Y1Z5,Essential Medicine,34134.79,4096.17,38230.96,12.0,0,None
36OVXIR2091N1Z5,Grocery,31096.29,1554.81,32651.100000000002,5.0,0,None
05QTUVH5617T1Z5,Electronics,5528.38,995.11,6523.49,18.0,0,None
33KVGGD3604B1Z5,Luxury Goods,24362.29,6821.44,31183.73,28.000000000000004,0,None
20NOUOM7820E1Z5,Luxury Goods,26163.28,1308.16,27471.44,28.000000000000004,1,Rate Mismatch
30YQSEA6431I1Z5,Electronics,19280.37,3470.47,22750.84,18.0,0,None
16TVPIY3279A1Z5,Essential Medicine,31562.53,3787.5,35350.03,12.0,0,None
10NYLWY0225D1Z5,Electronics,49549.29,8918.87,58468.16,18.0,0,None
34OTZYB4406Q1Z5,Grocery,2165.54,108.28,2273.82,5.0,0,None
37XYJDL2637M1Z5,Grocery,10040.88,502.04,10542.92,5.0,0,None
15MCDWE4494F1Z5,Electronics,20155.44,3627.98,23783.42,18.0,0,None
02IEWXD0627D1Z5,Books,7746.87,387.34,8134.21,5.0,0,None
02FQXAY0144G1Z5,Services,29949.98,5391.0,35340.979999999996,18.0,0,None
24CLVLM3064I1Z5,Services,14251.07,2565.19,16816.26,18.0,0,None
24RHZQB7265I1Z5,Electronics,38483.18,6926.97,45410.15,18.0,0,None
31JXJRI4805H1Z5,Books,30064.61,1503.23,31567.84,5.0,0,None
34IAEYB2608X1Z5,Services,35746.11,6434.3,42180.41,18.0,0,None
17UCLGP5090S1Z5,Grocery,19235.35,3462.36,22697.71,5.0,1,Rate Mismatch
34MRFGT2357F1Z5,Luxury Goods,8588.8,2404.86,10993.66,28.000000000000004,0,None
19TSPAM1005R1Z5,Luxury Goods,18444.24,5164.39,23608.63,28.000000000000004,0,None
18DZIFM8444T1Z5,Essential Medicine,36458.92,4375.07,40833.99,12.0,0,None
01RTCEE1272F1Z5,Services,40356.22,11299.74,51655.96,18.0,1,Rate Mismatch
16HIWLP8625R1Z5,Electronics,49644.6,8936.03,58580.63,18.0,0,None
04RIJWV1069Y1Z5,Grocery,1062.5,53.12,1115.62,5.0,0,None
11KPZMR2766I1Z5,Grocery,18493.75,924.69,19418.44,5.0,0,None
37VWODT6292N1Z5,Essential Medicine,17401.0,0,-100,12.0,1,Anomalous Value
29NQCXT5610K1Z5,Luxury Goods,40864.09,11441.95,52306.03999999999,28.000000000000004,0,None
16NAVZQ4045H1Z5,Luxury Goods,11740.22,3287.26,15027.48,28.000000000000004,0,None
R5GCADJUO85D5MK,Books,11636.67,581.83,12218.5,5.0,1,Invalid GSTIN
0M4JCTCHYHUTC2O,Grocery,33983.04,1699.15,35682.19,5.0,1,Invalid GSTIN
34KHZBL3511W1Z5,Luxury Goods,49413.55,0,-100,28.000000000000004,1,Anomalous Value
26MLXQE6214B1Z5,Luxury Goods,4848.4,0,-100,28.000000000000004,1,Anomalous Value
14LQFAW8727I1Z5,Electronics,26534.06,4776.13,31310.190000000002,18.0,0,None
11PEWPF3612S1Z5,Books,23132.13,1156.61,24388.74,5.0,1,Calculation Error
05XZGVX5738H1Z5,Luxury Goods,49212.84,13779.6,62992.439999999995,28.000000000000004,0,None
27QBFMH9046K1Z5,Services,21846.48,3932.37,25778.85,18.0,0,None
26ZWQBQ3679S1Z5,Books,1625.35,81.27,1706.62,5.0,0,None
19FYJBY4799Q1Z5,Essential Medicine,49282.48,5913.9,55196.380000000005,12.0,0,None
26DQJGQ8351L1Z5,Books,34226.25,1711.31,35937.56,5.0,0,None
02DCIZB5020O1Z5,Electronics,21417.51,3855.15,25272.66,18.0,0,None
25OHKJT0475X1Z5,Essential Medicine,30157.61,3618.91,33776.520000000004,12.0,0,None
07DYHOW8465R1Z5,Essential Medicine,5843.62,292.18,6135.8,12.0,1,Rate Mismatch
30LABQU9148V1Z5,Luxury Goods,21256.37,0,-100,28.000000000000004,1,Anomalous Value
36UBSAU9443X1Z5,Books,32851.31,1642.57,34493.88,5.0,0,None
29KOWKL5193G1Z5,Essential Medicine,32084.8,8983.74,41068.54,12.0,1,Rate Mismatch
26BZWTR5719X1Z5,Essential Medicine,2258.5,271.02,2529.52,12.0,0,None
32GCWNJ9811H1Z5,Electronics,25231.94,1261.6,26493.539999999997,18.0,1,Rate Mismatch
18FGJOJ3205K1Z5,Books,21060.49,1053.02,22163.510000000002,5.0,1,Calculation Error
30KADKP9448H1Z5,Books,43401.9,2170.1,45572.0,5.0,0,None
18IOIOJ6678Q1Z5,Essential Medicine,39964.57,4795.75,44760.32,12.0,0,None
03NUEGK2756J1Z5,Electronics,22256.61,4006.19,26262.8,18.0,0,None
06HRNUS5076S1Z5,Services,35161.73,6329.11,41490.840000000004,18.0,0,None
29DPIHN1796R1Z5,Grocery,37115.41,1855.77,38971.18,5.0,0,None
19UQSTM4520J1Z5,Essential Medicine,21644.53,2597.34,24241.87,12.0,0,None
32LBTJY3869J1Z5,Services,23582.01,6602.96,30184.969999999998,18.0,1,Rate Mismatch
11XPXKF3799F1Z5,Books,20572.16,1028.61,21600.77,5.0,0,None
21MFGGS2280T1Z5,Books,43425.26,2171.26,45596.520000000004,5.0,0,None
05RRGSI9343M1Z5,Services,44859.65,0,-100,18.0,1,Anomalous Value
05CACLI3678M1Z5,Essential Medicine,36294.01,4355.28,40649.29,12.0,0,None
24XSLBN4529T1Z5,Essential Medicine,46363.16,8345.37,54708.530000000006,12.0,1,Rate Mismatch
30EGISZ4341N1Z5,Grocery,19562.19,978.11,20540.3,5.0,0,None
04BCAVN8741D1Z5,Grocery,32852.31,1642.62,34494.93,5.0,0,None
05AHJBR7289J1Z5,Luxury Goods,19944.64,5584.5,25579.14,28.000000000000004,1,Calculation Error
27HJADC4234P1Z5,Luxury Goods,897.1,251.19,1148.29,28.000000000000004,0,None
27XNGEX9025N1Z5,Electronics,22160.2,3988.84,26149.04,18.0,0,None
22UXOFS3743E1Z5,Luxury Goods,45929.04,12860.13,58789.17,28.000000000000004,0,None
25VGAXK5058R1Z5,Luxury Goods,25961.11,4673.0,30634.11,28.000000000000004,1,Rate Mismatch
07WGGYI7181J1Z5,Books,16201.58,810.08,17011.66,5.0,0,None
21WHPRV1968A1Z5,Luxury Goods,48580.96,13602.67,62183.63,28.000000000000004,0,None
20WGIYY4128L1Z5,Essential Medicine,24652.5,2958.3,27610.8,12.0,0,None
35AIYRM5148C1Z5,Grocery,46561.17,2328.06,48889.229999999996,5.0,0,None
35IMJFZ1369T1Z5,Essential Medicine,49207.34,5904.88,55212.219999999994,12.0,1,Calculation Error
11JOXSK8760X1Z5,Grocery,6816.92,340.85,7157.77,5.0,0,None
22JYILK5646O1Z5,Essential Medicine,13950.57,1674.07,15624.64,12.0,0,None
02TSUQR3764E1Z5,Electronics,5023.23,0,-100,18.0,1,Anomalous Value
11XKXTG1127G1Z5,Luxury Goods,29265.39,0,-100,28.000000000000004,1,Anomalous Value
15HRGQE2891U1Z5,Electronics,19929.84,3587.37,23517.21,18.0,0,None
09TZLCH8351N1Z5,Essential Medicine,763.88,91.67,855.55,12.0,0,None
30ERSDB8664E1Z5,Essential Medicine,22507.66,2700.92,25208.58,12.0,0,None
Q7NP0ZOM1DSQVQJ,Services,45769.28,8238.47,54007.75,18.0,1,Invalid GSTIN
01LKLDO9412F1Z5,Services,29635.12,5334.32,34969.44,18.0,0,None
27DFOGD4991B1Z5,Luxury Goods,33442.16,9363.8,42805.96000000001,28.000000000000004,0,None
36NOFHX5381B1Z5,Luxury Goods,24001.49,6720.42,30721.910000000003,28.000000000000004,0,None
23INWSZ5747G1Z5,Electronics,6471.35,1811.98,8283.33,18.0,1,Rate Mismatch
21ANKDD0637W1Z5,Services,17157.18,857.86,18015.04,18.0,1,Rate Mismatch
17ASFVQ2101O1Z5,Services,37251.54,6705.28,43956.82,18.0,0,None
03GOWPU9041I1Z5,Services,25541.97,4597.55,30139.52,18.0,0,None
06VRUWL0133W1Z5,Electronics,15764.07,2837.53,18601.6,18.0,0,None
18VVBEM6620Q1Z5,Electronics,14920.81,2685.75,17606.559999999998,18.0,0,None
06PJORQ6336R1Z5,Books,45439.32,2271.97,47711.29,5.0,0,None
35VUYZG6977I1Z5,Essential Medicine,29986.58,3598.39,33534.97,12.0,1,Calculation Error
20CHCTA2602J1Z5,Grocery,35459.46,1772.97,37232.43,5.0,0,None
29IZVKJ9766J1Z5,Grocery,30305.84,1515.29,31821.13,5.0,0,None
36KXSHU7217P1Z5,Luxury Goods,12533.43,3509.36,16042.79,28.000000000000004,0,None
29EXGLB1270G1Z5,Services,44258.77,7966.58,52225.35,18.0,0,None
08XDGMF2535V1Z5,Luxury Goods,47122.97,13194.43,60317.4,28.000000000000004,0,None
23MIHGP1171S1Z5,Books,11372.18,568.61,11940.79,5.0,0,None
26SCYUO7012U1Z5,Grocery,42632.94,2131.65,44764.590000000004,5.0,0,None
HLWXUT5YTBKIMQA,Electronics,31412.04,5654.17,37066.21,18.0,1,Invalid GSTIN
28NRLYX9054G1Z5,Grocery,33052.68,1652.63,34755.31,5.0,1,Calculation Error
36KIGMH0979V1Z5,Books,34876.96,1743.85,36620.81,5.0,0,None
27FRRXA5356X1Z5,Essential Medicine,36966.82,4436.02,41402.84,12.0,0,None
03XCUIG4940S1Z5,Luxury Goods,365.28,18.26,383.53999999999996,28.000000000000004,1,Rate Mismatch
SOKQRKSWOYLAUDQ,Luxury Goods,38216.27,10700.56,48916.829999999994,28.000000000000004,1,Invalid GSTIN
35WXCSM6887F1Z5,Services,6658.18,1198.47,7856.650000000001,18.0,0,None
14JPORQ1827S1Z5,Luxury Goods,7568.46,2119.17,9737.630000000001,28.000000000000004,1,Calculation Error
12TYKRA4986I1Z5,Grocery,27400.8,1370.04,28770.84,5.0,0,None
13ZWQZM9618N1Z5,Luxury Goods,2372.41,664.27,3036.68,28.000000000000004,0,None
31LYFNO2272X1Z5,Services,14250.15,2565.03,16815.18,18.0,0,None
05XIEEX8834Z1Z5,Luxury Goods,18942.29,5303.84,24246.13,28.000000000000004,0,None
20DRXJK1746O1Z5,Electronics,8248.57,1484.74,9683.31,18.0,1,Calculation Error
12GLLOA0312G1Z5,Luxury Goods,13371.67,3744.07,17115.74,28.000000000000004,0,None
18FMVBW6518O1Z5,Essential Medicine,42507.19,5100.86,47608.05,12.0,0,None
28LOPYX0608G1Z5,Grocery,15079.85,753.99,15783.84,5.0,1,Calculation Error
29ZNZMI8244U1Z5,Services,2266.68,408.0,2724.68,18.0,1,Calculation Error
29GNQHT9911C1Z5,Books,21392.26,0,-100,5.0,1,Anomalous Value
12DNUQD8789O1Z5,Essential Medicine,47703.82,5724.46,53428.28,12.0,0,None
14EDJSJ0806S1Z5,Luxury Goods,23589.96,4246.19,27836.149999999998,28.000000000000004,1,Rate Mismatch
17OLRBN5918P1Z5,Books,4168.76,208.44,4377.2,5.0,0,None
28YFNBB9395Q1Z5,Essential Medicine,11414.43,1369.73,12784.16,12.0,0,None
22SMRFW7410O1Z5,Essential Medicine,3745.39,449.45,4194.84,12.0,0,None
31BZRFK5889O1Z5,Luxury Goods,35446.86,9925.12,45371.98,28.000000000000004,0,None
28XVIDG8218A1Z5,Services,25386.03,4569.49,29955.519999999997,18.0,0,None
06PICCO4560D1Z5,Books,23694.06,0,-100,5.0,1,Anomalous Value
31AXKCU6294Y1Z5,Grocery,27385.78,1369.29,28755.07,5.0,0,None
01KRXPL8545L1Z5,Essential Medicine,4979.77,597.57,5577.34,12.0,0,None
34JETLG1441Y1Z5,Luxury Goods,14181.95,3970.95,18152.9,28.000000000000004,0,None
04YQIQR4511Y1Z5,Luxury Goods,4440.58,1243.36,5683.94,28.000000000000004,0,None
31CTXEV9315P1Z5,Services,32686.53,5883.58,38570.11,18.0,0,None
02NWMOD4361L1Z5,Electronics,23993.37,4318.81,28312.18,18.0,0,None
E8H6T195BDFXDFM,Services,1196.78,215.42,1412.2,18.0,1,Invalid GSTIN
18IBFAL2156J1Z5,Grocery,29809.49,1490.47,31299.960000000003,5.0,0,None
BSFRQKCHMQBHYOW,Electronics,28918.88,5205.4,34124.28,18.0,1,Invalid GSTIN
F5L8XO2VF42D9W7,Books,42773.2,2138.66,44911.86,5.0,1,Invalid GSTIN
29KUBNT7497W1Z5,Electronics,47331.08,8519.59,55850.67,18.0,0,None
03NXSEL9199W1Z5,Books,44389.25,2219.46,46608.71,5.0,0,None
30ZRSPL1242C1Z5,Electronics,40653.73,7317.67,47971.4,18.0,0,None
26NLFHQ9238F1Z5,Books,9247.34,462.37,9709.710000000001,5.0,0,None
44UQ213F5GL4X1M,Luxury Goods,25119.25,7033.39,32152.64,28.000000000000004,1,Invalid GSTIN
L32XPXSXJDJDOK1,Electronics,27718.16,4989.27,32707.43,18.0,1,Invalid GSTIN
20WREDR2470P1Z5,Essential Medicine,24894.05,4480.93,29374.98,12.0,1,Rate Mismatch
10WKPUN2203Z1Z5,Electronics,18870.64,3396.72,22267.36,18.0,0,None
16XHKRC2958X1Z5,Luxury Goods,48104.82,13469.35,61574.17,28.000000000000004,0,None
07TCYAG7249B1Z5,Books,32531.84,1626.59,34158.43,5.0,0,None
24ZBCXY9081R1Z5,Electronics,14627.56,2632.96,17260.52,18.0,0,None
37BFGQQ3269Z1Z5,Grocery,21071.54,1053.58,22125.120000000003,5.0,0,None
05OSUJW1736S1Z5,Books,3741.54,0,-100,5.0,1,Anomalous Value
19DAKEN0622X1Z5,Essential Medicine,10115.47,1213.86,11329.33,12.0,0,None
13JVRIC4769Z1Z5,Services,31253.62,5625.65,36879.27,18.0,0,None
15LXBHE5775G1Z5,Luxury Goods,48229.26,13504.19,61733.450000000004,28.000000000000004,0,None
31YBBMT1331L1Z5,Essential Medicine,12949.91,1553.99,14503.9,12.0,0,None
04ULKYW4786T1Z5,Essential Medicine,21808.15,2616.98,24425.13,12.0,0,None
NZEZCPVR752GJB0,Electronics,995.46,179.18,1174.64,18.0,1,Invalid GSTIN
01BLVAV6377F1Z5,Electronics,4017.93,723.23,4741.16,18.0,0,None
24EFIXO5623H1Z5,Services,36382.7,6548.89,42931.59,18.0,0,None
XG268SHP6WA5529,Luxury Goods,178.99,50.12,229.11,28.000000000000004,1,Invalid GSTIN
08IINMR6908B1Z5,Luxury Goods,37075.41,10381.11,47456.520000000004,28.000000000000004,0,None
09NQPKK5998N1Z5,Essential Medicine,18953.28,2274.39,21227.67,12.0,0,None
26WGTCK9293N1Z5,Services,4221.13,759.8,4980.93,18.0,0,None
13GETID3087C1Z5,Grocery,27891.52,1394.58,29286.1,5.0,0,None
04GAPRZ0611S1Z5,Luxury Goods,12693.35,3554.14,16247.49,28.000000000000004,0,None
22QGCOC2363F1Z5,Grocery,37189.7,1859.48,39049.18,5.0,0,None
KTFGZ1J8MLSTZTF,Luxury Goods,20534.76,5749.73,26284.489999999998,28.000000000000004,1,Invalid GSTIN
18MPDQP9660C1Z5,Grocery,21958.61,1097.93,23056.54,5.0,0,None
28OGDPV8686T1Z5,Grocery,2534.01,0,-100,5.0,1,Anomalous Value
22FNEIK0418P1Z5,Books,20199.61,1009.98,21209.59,5.0,0,None
19XASUV4925X1Z5,Luxury Goods,14487.59,4056.53,18544.12,28.000000000000004,0,None
34QKQSG8368A1Z5,Grocery,25622.17,1281.11,26903.28,5.0,0,None
FHVROWL3NK74RHZ,Luxury Goods,7081.56,1982.84,9064.4,28.000000000000004,1,Invalid GSTIN
24EYFQA3630P1Z5,Essential Medicine,7368.86,884.26,8253.119999999999,12.0,0,None
32QQAYP3256Z1Z5,Books,29630.77,1481.54,31112.31,5.0,0,None
09JRVLK8858N1Z5,Books,17594.71,879.74,18474.45,5.0,0,None
13HXBET7925M1Z5,Services,46577.57,8383.96,54961.53,18.0,0,None
22HDQEU6428K1Z5,Books,20889.62,1044.48,21934.1,5.0,0,None
13UHFKR1270M1Z5,Grocery,13061.22,653.06,13714.279999999999,5.0,0,None
25NEYJO0826M1Z5,Books,880.36,44.02,924.38,5.0,0,None
18ETIUS6382B1Z5,Services,394.69,110.51,505.2,18.0,1,Rate Mismatch
11QECOJ5934F1Z5,Grocery,29744.18,3569.3,33313.48,5.0,1,Rate Mismatch
05FGKON9987W1Z5,Luxury Goods,21755.71,6091.6,27847.309999999998,28.000000000000004,0,None
03LKGRL6610Q1Z5,Books,25605.3,1280.27,26935.57,5.0,1,Calculation Error
05ESWPG3349V1Z5,Services,8154.62,0,-100,18.0,1,Anomalous Value
10TSZAY2100Q1Z5,Grocery,34282.46,0,-100,5.0,1,Anomalous Value
29WMAES1372J1Z5,Services,15199.54,2735.92,17935.46,18.0,0,None
36PSBUN8138K1Z5,Services,5332.97,959.93,6292.900000000001,18.0,0,None
14DTTCF1476H1Z5,Essential Medicine,6406.77,320.34,6727.110000000001,12.0,1,Rate Mismatch
XIP8WJ2JF8825ER,Electronics,21450.75,3861.13,25311.88,18.0,1,Invalid GSTIN
06VCAWF7715N1Z5,Grocery,45130.94,2256.55,47387.490000000005,5.0,0,None
19LRHVS4064X1Z5,Grocery,35152.61,1757.63,36910.24,5.0,0,None
16EIYCF3105U1Z5,Services,28792.1,5182.58,33974.68,18.0,0,None
05WLIUR6616E1Z5,Grocery,40613.64,2030.68,42644.32,5.0,0,None
36VSKII3535A1Z5,Electronics,32089.88,5776.18,37866.06,18.0,0,None
17RSWIV8648T1Z5,Grocery,46230.0,2311.5,48541.5,5.0,0,None
33SAPPL4218F1Z5,Grocery,20429.13,1021.46,21450.59,5.0,0,None
34NXVQH3422Z1Z5,Books,23775.26,1188.76,24964.019999999997,5.0,0,None
21JLDWW5415A1Z5,Services,5631.06,0,-100,18.0,1,Anomalous Value
18UIRPZ1223C1Z5,Luxury Goods,48615.1,13612.23,62227.33,28.000000000000004,0,None
34KMHTN1058O1Z5,Electronics,10216.11,1838.9,12055.01,18.0,0,None
27VFBEK7305B1Z5,Books,8918.18,445.91,9364.09,5.0,0,None
17FJIGN4215M1Z5,Grocery,5690.25,0,-100,5.0,1,Anomalous Value
22TGRCO3058Y1Z5,Books,6516.82,325.84,6842.66,5.0,0,None
29ZENII1722Y1Z5,Luxury Goods,28794.3,0,-100,28.000000000000004,1,Anomalous Value
22WNJLK2893F1Z5,Grocery,42892.33,2144.62,45036.950000000004,5.0,0,None
32FLUDW7214M1Z5,Services,28789.61,5182.13,33971.74,18.0,0,None
35GMMUA5859Z1Z5,Essential Medicine,19978.81,2397.46,22376.27,12.0,0,None
02YTZHO5154L1Z5,Services,3805.46,684.98,4490.4400000000005,18.0,0,None
11OEERC9263V1Z5,Electronics,27894.87,5021.08,32915.95,18.0,0,None
02VYKKQ0341M1Z5,Essential Medicine,29356.03,3522.72,32878.75,12.0,0,None
22ZXXVM4806H1Z5,Books,11546.3,577.31,12123.609999999999,5.0,0,None
01AUGFT8292Z1Z5,Books,14794.78,0,-100,5.0,1,Anomalous Value
12SIIWF5624F1Z5,Electronics,46076.86,8293.83,54370.69,18.0,0,None
30YNVWY8964W1Z5,Services,25980.7,4676.53,30657.23,18.0,0,None
19UNQHU5933D1Z5,Books,48468.85,2423.44,50892.29,5.0,0,None
36HTWHB7826V1Z5,Essential Medicine,19145.83,2297.5,21443.33,12.0,0,None
15ZREAI0032D1Z5,Luxury Goods,30749.49,8609.86,39359.350000000006,28.000000000000004,0,None
10PNQJA8908V1Z5,Essential Medicine,30640.55,3676.87,34317.42,12.0,0,None
09QCSSB8024C1Z5,Grocery,40971.82,2048.59,43020.41,5.0,0,None
36GEWYL7500Z1Z5,Books,30738.35,0,-100,5.0,1,Anomalous Value
30TSPTN4725H1Z5,Luxury Goods,46136.19,12918.13,59054.32,28.000000000000004,0,None
01UBJWC1834I1Z5,Books,34432.22,1721.61,36153.83,5.0,0,None
19ZKXOD9482F1Z5,Grocery,846.66,42.33,888.99,5.0,0,None
26YQRNM1310U1Z5,Grocery,2163.67,108.18,2271.85,5.0,0,None
13LITEK6889T1Z5,Essential Medicine,25576.17,3069.14,28645.309999999998,12.0,0,None
01TQIID4162A1Z5,Grocery,43789.76,2189.49,45979.25,5.0,0,None
27WXKAT1967N1Z5,Luxury Goods,46866.12,13122.51,59988.630000000005,28.000000000000004,0,None
22VHCDF7355D1Z5,Grocery,21501.23,1075.06,22676.29,5.0,1,Calculation Error
32IXSJV6509P1Z5,Grocery,15125.41,756.27,15881.68,5.0,0,None
10UZKYI2610V1Z5,Essential Medicine,23940.97,2872.92,26813.89,12.0,0,None
VFITLE4X1P9ZFOM,Books,34568.96,1728.45,36297.409999999996,5.0,1,Invalid GSTIN
32WTEZY6450Y1Z5,Grocery,5530.27,276.51,5806.780000000001,5.0,0,None
10XNXLG5297L1Z5,Essential Medicine,45121.72,5414.61,50536.33,12.0,0,None
28QTEAE8434B1Z5,Grocery,2105.11,105.26,2210.3700000000003,5.0,0,None
16ZXNUM5738B1Z5,Essential Medicine,36994.86,4439.38,41434.24,12.0,0,None
23XRKPH3325O1Z5,Luxury Goods,8849.86,2477.96,11327.82,28.000000000000004,0,None
25IPBDM3655S1Z5,Electronics,6527.73,783.33,7311.0599999999995,18.0,1,Rate Mismatch
16OWKTB1166I1Z5,Books,11704.48,585.22,12289.699999999999,5.0,0,None
12RNUOO3844A1Z5,Books,6994.32,349.72,7344.04,5.0,0,None
11RGBVK0284N1Z5,Luxury Goods,12661.56,3545.24,16206.8,28.000000000000004,0,None
